danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,song_emotion
0.486,0.702,-6.542,0.0477,0.354,0.000116,0.0976,0.254,149.929,3
0.637,0.825,-6.612,0.0816,0.352,0,0.389,0.836,92.029,3
0.636,0.647,-6.97,0.0436,0.422,0,0.251,0.44,105.914,3
0.393,0.609,-5.954,0.0415,0.0558,2.22E-06,0.107,0.347,71.377,3
0.382,0.632,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,3
0.55,0.488,-8.059,0.0284,0.718,0.000118,0.126,0.301,136.025,3
0.621,0.859,-4.673,0.102,0.546,0,0.11,0.873,90.047,3
0.522,0.74,-7.018,0.0465,0.558,0,0.144,0.732,92.618,3
0.697,0.438,-8.411,0.0289,0.399,0,0.293,0.58,117.955,3
0.649,0.716,-3.936,0.0384,0.268,4.51E-06,0.603,0.639,86.949,3
0.539,0.547,-11.391,0.0345,0.842,0.00771,0.0774,0.175,97.066,3
0.564,0.867,-6.21,0.121,0.361,0,0.262,0.815,88.919,3
0.257,0.583,-8.185,0.0429,0.603,0.000289,0.146,0.217,160.127,3
0.633,0.727,-4.104,0.0383,0.173,0,0.153,0.543,123.959,3
0.619,0.88,-4.549,0.0535,0.0173,0.00104,0.166,0.392,129.969,3
0.718,0.573,-7.309,0.0451,0.458,0.00533,0.0953,0.686,180.043,3
0.688,0.523,-8.67,0.0349,0.365,0.0038,0.122,0.284,100.055,3
0.552,0.75,-5.215,0.039,0.445,7.37E-05,0.291,0.4,89.999,3
0.693,0.0617,-16.092,0.0497,0.865,0,0.13,0.522,89.901,3
0.531,0.787,-5.24,0.0452,0.548,1.41E-05,0.0813,0.693,88.943,3
0.576,0.688,-5.136,0.0319,0.346,0.0439,0.262,0.726,135.984,3
0.77,0.51,-5.469,0.192,0.137,0.000106,0.0346,0.533,188.067,3
0.552,0.769,-4.504,0.0465,0.497,0,0.112,0.702,86.957,3
0.461,0.481,-6.389,0.0327,0.789,1.01E-06,0.127,0.262,199.807,3
0.492,0.411,-9.616,0.03,0.749,1.04E-06,0.191,0.187,107.939,3
0.537,0.604,-7.576,0.054,0.757,0,0.322,0.41,173.915,3
0.356,0.47,-8.929,0.0278,0.518,1.00E-05,0.0807,0.167,93.895,3
0.54,0.718,-6.169,0.0429,0.022,0.000119,0.248,0.526,166.003,3
0.644,0.87,-4.816,0.0394,0.193,0,0.549,0.702,125.998,3
0.505,0.642,-5.864,0.0339,0.643,0,0.151,0.427,159.775,3
0.756,0.52,-8.642,0.0341,0.495,0,0.0901,0.684,119.92,3
0.473,0.401,-7.018,0.0241,0.629,1.17E-05,0.154,0.345,90.076,3
0.712,0.776,-7.424,0.213,0.541,2.17E-06,0.0896,0.96,89.934,3
0.745,0.432,-8.092,0.0406,0.629,0,0.351,0.693,104.018,3
0.533,0.732,-7.901,0.0424,0.166,0.000189,0.138,0.554,90.315,3
0.553,0.705,-6.898,0.0308,0.478,0,0.278,0.324,95.007,3
0.569,0.45,-9.732,0.03,0.671,0.000334,0.0907,0.423,143.847,3
0.697,0.315,-10.168,0.0503,0.932,0,0.392,0.659,113.695,3
0.799,0.542,-7.142,0.0308,0.0858,1.50E-06,0.126,0.673,107.993,3
0.419,0.679,-8.052,0.0384,0.493,0.00229,0.119,0.368,169.911,3
0.651,0.503,-8.729,0.0261,0.504,0,0.469,0.58,108.014,3
0.495,0.556,-7.49,0.041,0.638,0,0.123,0.366,159.996,3
0.699,0.299,-12.599,0.0403,0.869,0,0.0724,0.459,118.969,3
0.707,0.501,-7.389,0.0372,0.387,1.81E-06,0.095,0.542,93.978,3
0.567,0.546,-8.316,0.0405,0.301,1.69E-06,0.129,0.401,113.806,3
0.784,0.454,-8.925,0.14,0.63,0.000502,0.102,0.668,91.013,3
0.543,0.665,-8.295,0.0623,0.505,6.41E-06,0.144,0.495,81.97,3
0.673,0.663,-10.026,0.0446,0.0648,1.79E-05,0.117,0.678,124.002,3
0.679,0.421,-9.13,0.0344,0.685,6.81E-06,0.244,0.65,81.012,3
0.804,0.748,-14.163,0.0616,0.11,0,0.0998,0.699,131.989,3
0.401,0.517,-6.618,0.0481,0.0661,0,0.202,0.471,128.451,3
0.388,0.532,-6.352,0.0414,0.456,0,0.167,0.444,179.642,3
0.846,0.634,-7.753,0.0432,0.122,0,0.146,0.944,104.964,3
0.639,0.233,-12.47,0.0345,0.868,0,0.151,0.607,136.772,3
0.495,0.633,-6.603,0.0474,0.765,0.000144,0.0858,0.477,89.632,3
0.656,0.551,-6.43,0.0299,0.721,1.26E-06,0.0947,0.329,114.106,3
0.581,0.71,-4.961,0.0374,0.395,0,0.137,0.755,111.969,3
0.676,0.671,-6.271,0.0526,0.568,0,0.0885,0.572,81.046,3
0.523,0.645,-5.186,0.0335,0.559,2.47E-06,0.14,0.463,89.988,3
0.676,0.376,-11.282,0.0351,0.887,0.000183,0.0853,0.226,113.948,3
0.643,0.33,-13.074,0.0318,0.854,0.404,0.151,0.796,93.093,3
0.673,0.714,-8.042,0.039,0.111,0,0.0858,0.78,112.941,3
0.545,0.77,-6.102,0.0655,0.308,2.80E-05,0.167,0.696,159.975,3
0.594,0.757,-5.381,0.0504,0.606,0,0.251,0.597,127.894,3
0.499,0.541,-10.463,0.0448,0.744,0.00167,0.0579,0.381,81.198,3
0.469,0.361,-8.275,0.0293,0.785,0.00154,0.104,0.0775,111.972,3
0.464,0.391,-9.884,0.0384,0.755,9.64E-05,0.105,0.418,106.887,3
0.534,0.863,-4.616,0.0357,0.0152,0.0167,0.144,0.374,98.006,3
0.655,0.473,-9.806,0.0267,0.842,0.0323,0.167,0.572,92.962,3
0.558,0.497,-7.175,0.0256,0.0285,5.36E-06,0.0799,0.444,107.047,3
0.6,0.294,-12.301,0.0292,0.871,8.66E-05,0.102,0.342,86.97,3
0.53,0.557,-6.373,0.031,0.648,0.00029,0.123,0.359,86.983,3
0.446,0.561,-8.987,0.0591,0.363,2.40E-05,0.128,0.524,102.669,3
0.688,0.196,-13.763,0.058,0.965,0.00093,0.109,0.54,111.983,3
0.625,0.598,-6.6,0.0373,0.616,0,0.299,0.5,90.078,3
0.737,0.458,-5.805,0.0317,0.601,6.98E-06,0.138,0.456,89.993,3
0.589,0.811,-5.052,0.0429,0.473,0,0.114,0.166,119.969,3
0.657,0.489,-6.829,0.0306,0.713,0,0.124,0.399,116,3
0.517,0.561,-5.777,0.0303,0.407,0,0.0853,0.448,75.977,3
0.581,0.71,-4.961,0.0374,0.395,0,0.137,0.755,111.969,3
0.71,0.813,-6.099,0.0381,0.545,1.68E-05,0.105,0.847,139.998,3
0.552,0.75,-5.215,0.039,0.445,7.37E-05,0.291,0.4,89.999,3
0.681,0.917,-5.295,0.0573,0.343,0,0.663,0.772,116.03,3
0.578,0.444,-11.447,0.0644,0.44,0,0.146,0.36,76.032,3
0.898,0.435,-8.834,0.0489,0.555,0,0.139,0.836,115.034,3
0.571,0.395,-10.502,0.0372,0.601,0.000247,0.255,0.631,173.998,3
0.594,0.399,-9.091,0.0325,0.702,8.63E-06,0.356,0.486,114.894,3
0.435,0.658,-5.949,0.0368,0.699,0,0.125,0.524,77.17,3
0.833,0.754,-7.555,0.0513,0.0166,0,0.246,0.65,108.001,3
0.73,0.58,-7.976,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,3
0.619,0.604,-6.746,0.0726,0.742,4.39E-05,0.11,0.509,97.13,3
0.271,0.726,-6.504,0.0527,0.586,0,0.353,0.532,87.425,3
0.567,0.526,-5.029,0.0251,0.153,2.34E-06,0.103,0.231,91.999,3
0.682,0.344,-8.567,0.0281,0.789,0,0.121,0.548,104.984,3
0.319,0.552,-6.401,0.0307,0.719,0,0.144,0.221,93.991,3
0.675,0.579,-11.976,0.0308,0.369,3.38E-06,0.118,0.724,97.01,3
0.8,0.655,-7.775,0.0534,0.029,2.34E-06,0.131,0.547,99.981,3
0.442,0.574,-6.394,0.0828,0.273,0,0.094,0.308,167.857,3
0.775,0.407,-9.377,0.106,0.703,0,0.293,0.492,119.906,3
